Word1,Flag1,Word2,Flag2,MI,logDF
我们,r,相信,v,8.10873765074311,5.426264754702098
第四季度,l,净利润,n,3.380604361570006,5.426264754702098
讯,ng,2,m,6.305288192707177,5.426264754702098
中国,ns,电商,n,9.578583039004274,5.426264754702098
01,m,-,x,7.167649161681368,5.426264754702098
-,x,0912,m,7.2157575192596,5.426264754702098
200,m,万美元,m,4.9299458049798535,5.426264754702098
方式,n,是,v,7.724647085378111,5.426264754702098
中,f,概股,n,9.655778000279835,5.426264754702098
亿美元,m,的,uj,-0.04478816327630923,5.426264754702098
占,v,总收入,n,6.82884407245578,5.426264754702098
强劲,a,增长,v,4.552571314151648,5.426264754702098
达,v,719,m,10.47424637918954,5.426264754702098
服务收入,n,为,p,4.051391192444347,5.426264754702098
428,m,万美元,m,5.786987851137811,5.426264754702098
发布,v,两款,m,9.38802670478983,5.426264754702098
0914,m,:,x,7.388961191244569,5.426264754702098
0913,m,:,x,7.388961191244569,5.426264754702098
0920,m,:,x,7.388961191244569,5.426264754702098
-,x,0913,m,7.2157575192596,5.426264754702098
58,m,%,x,4.070166000363559,5.426264754702098
与,p,去年,t,6.953418664209114,5.426264754702098
收中,v,所,u,11.227427559402605,5.426264754702098
4,m,月,m,5.445136159158622,5.426264754702098
48,m,%,x,3.9485734059394475,5.426264754702098
用户,n,突破,vn,8.183899275491965,5.426264754702098
-,x,0920,m,7.2157575192596,5.426264754702098
增加,v,的,uj,0.6855257230174674,5.426264754702098
禁售,v,关键,n,13.251770077796037,5.392317422778761
任命,n,蒂姆,nrt,12.700754908998217,5.392317422778761
目标价,n,维持,v,11.899300588380298,5.392317422778761
亿,m,美国,ns,5.049580178712917,5.392317422778761
商店,n,2,x,10.25185395785309,5.392317422778761
芯片,n,商,n,12.486630103645371,5.392317422778761
平板,n,配件,n,10.868105966776703,5.392317422778761
本,r,退出,v,12.148213885969438,5.392317422778761
在,p,调查,vn,7.405311747706632,5.392317422778761
如,v,鸡肋,n,12.37498474781646,5.392317422778761
撤销,v,对,p,9.961935612618527,5.392317422778761
360,m,搜索,v,9.139698797771063,5.392317422778761
配件,n,亮相,n,11.885179480135648,5.392317422778761
降至,v,8.7,m,11.35646745646273,5.392317422778761
商家,n,标注,v,12.344611098772944,5.392317422778761
分辨率,n,Windows8,eng,13.537256176715337,5.392317422778761
裁员,n,并,c,10.183619222100637,5.392317422778761
微软,a,Messenger,eng,11.907205786465644,5.392317422778761
关闭,v,MSN,eng,13.406011643437086,5.392317422778761
英寸,n,平板,n,9.935220162635241,5.392317422778761
微软,a,侵犯,v,11.907205786465644,5.392317422778761
4,m,K,eng,10.700754908998217,5.392317422778761
计划,n,限制,v,10.281087612425305,5.392317422778761
访问量,n,份额,n,12.893530849568569,5.392317422778761
Mac,eng,应用,v,12.470141980856802,5.392317422778761
出价,v,22.8,m,13.190034061664067,5.392317422778761
视频压缩,l,标准,n,12.998836261931212,5.392317422778761
�,x,于,p,7.793849046856285,5.392317422778761
建设,vn,曼哈顿,ns,12.243073072310882,5.392317422778761
于,p,CES,eng,8.32039486135212,5.392317422778761
企业级,n,市场,n,9.792338459158739,5.392317422778761
企业,n,推广,v,9.375944305577734,5.392317422778761
7400,m,万,m,9.09269667885443,5.392317422778761
布局,n,移动,vn,10.343001845911285,5.392317422778761
重视,v,开发者,n,13.37498474781646,5.392317422778761
平板,n,IconiaB1,eng,10.935220162635241,5.392317422778761
投资,vn,模式,n,9.110306869193332,5.392317422778761
TCL,eng,发布,v,9.984129763116186,5.392317422778761
用户,n,7400,m,9.284601470263409,5.392317422778761
松下,n,总裁,n,10.729901254657735,5.392317422778761
公司,n,使用,v,6.467363488712513,5.392317422778761
指控,vn,诺基亚,nz,11.503308844792,5.392317422778761
-,x,0911,m,7.2157575192596,5.392317422778761
贪污,v,鸿,nr,13.537256176715337,5.392317422778761
称,v,2012,m,5.505154208749091,5.392317422778761
盗版软件,n,大王,nrt,13.537256176715337,5.392317422778761
Jefferies,eng,调低,v,13.37498474781646,5.392317422778761
提升,v,效益,n,10.665466158995079,5.392317422778761
黑莓,n,企业级,n,13.503308844792,5.392317422778761
资助,n,纽约,ns,12.15102707186093,5.392317422778761
多款,m,平板,n,10.49464757124926,5.392317422778761
迁至,v,Skype,eng,13.537256176715337,5.392317422778761
Messenger,eng,于,p,9.320394861352119,5.392317422778761
苹果,n,应,v,11.245075425222028,5.392317422778761
99,m,美元,q,8.191059067064831,5.392317422778761
免费,vn,WiFi,eng,11.090369811397155,5.392317422778761
为,p,亚太区,ns,5.409691676996671,5.392317422778761
媒传鸿,n,海,n,12.537256176715337,5.392317422778761
WiFi,eng,上网,v,12.486630103645371,5.392317422778761
发布,v,Google,eng,9.884594089565272,5.392317422778761
英特尔,ns,Atom,eng,13.537256176715337,5.392317422778761
松下,n,发布,v,9.39916726239503,5.392317422778761
多元化,vn,发展,vn,10.907205786465644,5.392317422778761
智能,n,电视,n,11.230125083756056,5.392317422778761
位置,v,标注,v,12.31486375537889,5.392317422778761
称,v,过渡,v,10.583059866328464,5.392317422778761
小米,n,黎万强,nr,13.537256176715337,5.392317422778761
侵犯,v,视频压缩,l,13.537256176715337,5.392317422778761
功能,n,如,v,11.519374657151635,5.392317422778761
45,m,%,x,4.691965269265087,5.392317422778761
报道,v,作者,n,8.937646900029781,5.392317422778761
的,uj,类微信,n,5.00745381790483,5.392317422778761
内部,f,集体,n,13.088271345513158,5.392317422778761
;,x,美国政府,nt,8.694756168376774,5.392317422778761
-,x,0918,m,7.2157575192596,5.392317422778761
对,p,微软,a,8.36583255429217,5.392317422778761
-,x,0922,m,7.2157575192596,5.392317422778761
使用,v,用户数,n,9.913163241762044,5.392317422778761
重磅,n,产品,n,9.745879148066079,5.392317422778761
MSN,eng,服务,vn,8.850088815667284,5.392317422778761
推,v,重磅,n,13.251770077796037,5.392317422778761
周年,t,苹果,n,13.213366565494692,5.392317422778761
覆盖范围,n,最大,a,12.705801708690743,5.392317422778761
电脑,n,亮相,n,10.836816458574246,5.392317422778761
一季度,mq,和,c,3.3853767495098723,5.392317422778761
Google,eng,超,v,12.048678212418524,5.392317422778761
热点,n,资讯,n,13.469361512868662,5.392317422778761
回应,v,还,d,11.306301741875467,5.392317422778761
主流,b,芯片,n,13.437720503164423,5.392317422778761
向,p,大,n,11.721513469165014,5.392317422778761
与,p,Avanade,eng,8.725002455244896,5.392317422778761
改革,vn,网,n,11.253112744287446,5.392317422778761
谷歌,nr,资助,n,11.176118052823762,5.392317422778761
发布,v,20,m,6.634980199493801,5.392317422778761
集体,n,贪污,v,13.503308844792,5.392317422778761
修养,v,生息,n,13.537256176715337,5.392317422778761
电视,n,主流,b,12.230125083756057,5.392317422778761
7,x,英寸,n,10.72012023386515,5.392317422778761
升级,vn,宏,n,11.470141980856802,5.392317422778761
与,p,安卓,nr,8.725002455244896,5.392317422778761
第一季度,l,运营,vn,2.7575036053449473,5.392317422778761
标准,n,专利,n,11.413873761210057,5.392317422778761
上网,v,本,r,11.164702008758008,5.392317422778761
将,d,改革,vn,8.528694163211915,5.392317422778761
领衔,n,三款,m,13.470141980856802,5.392317422778761
0910,m,:,x,7.388961191244569,5.392317422778761
展台,v,多款,m,12.096683585329357,5.392317422778761
电子设备,n,销售额,n,12.800290582549131,5.392317422778761
日,m,停服,v,7.979017702446587,5.392317422778761
0915,m,:,x,7.388961191244569,5.392317422778761
亿美元,m,竞购,vn,8.233475428538236,5.392317422778761
出货量,l,达,v,10.47424637918954,5.392317422778761
三星,nz,计划,n,9.020323380216338,5.392317422778761
智能手机,n,市场,n,9.574747024086111,5.392317422778761
应用,v,商店,n,12.247749559520352,5.392317422778761
美,ns,诱捕,v,13.503308844792,5.392317422778761
-,x,0916,m,7.2157575192596,5.392317422778761
0916,m,:,x,7.388961191244569,5.392317422778761
诱捕,v,中国,ns,9.737280785023332,5.392317422778761
停服,v,用户,n,9.415846003541661,5.392317422778761
最强,a,配置,v,13.503308844792,5.392317422778761
将,d,关闭,v,8.590094707876059,5.392317422778761
免费,vn,开放,v,10.959125278118902,5.392317422778761
蒂姆,nrt,塞曼,nrt,13.537256176715337,5.392317422778761
中国,ns,盗版软件,n,9.737280785023332,5.392317422778761
科技,n,热点,n,8.550221020852966,5.392317422778761
定,v,盈利,n,10.441733565671047,5.392317422778761
塞曼,nrt,尼,j,13.537256176715337,5.392317422778761
免费,vn,Wifi,eng,11.090369811397155,5.392317422778761
所得税,n,费用,n,6.757577248032092,5.392317422778761
四季度,mq,定,v,11.141671040102668,5.392317422778761
产品,n,应,v,7.680290806438502,5.392317422778761
三款,m,新机,n,13.470141980856802,5.392317422778761
0919,m,:,x,7.388961191244569,5.392317422778761
宏,n,�,x,12.010710362219505,5.392317422778761
日,m,将,d,3.1631007668855586,5.392317422778761
2000,m,亿元,m,6.0843636019410505,5.392317422778761
2,x,周年,t,10.343001845911285,5.392317422778761
0911,m,:,x,7.388961191244569,5.392317422778761
20,m,万,m,5.874791648510298,5.392317422778761
份额,n,12,m,9.218439280556769,5.392317422778761
新机,n,亮相,n,11.952293675994182,5.392317422778761
万,m,商家,n,9.031296134190288,5.392317422778761
发出,v,新闻,n,11.16802236704962,5.392317422778761
该,r,公司,n,5.700980347711214,5.392317422778761
增,v,83,m,9.4981257424832,5.392317422778761
-,x,0910,m,7.2157575192596,5.392317422778761
退出,v,历史舞台,n,13.470141980856802,5.392317422778761
概股,n,筹资,vn,13.503308844792,5.392317422778761
称,v,无需,v,10.771504955741573,5.392317422778761
谷歌,nr,将,d,6.695804149047173,5.392317422778761
海,n,内部,f,12.122218677436495,5.392317422778761
海,n,回应,v,12.31486375537889,5.392317422778761
投向,n,智能手机,n,13.285717409719375,5.392317422778761
�,x,领衔,n,12.010710362219505,5.392317422778761
百度,n,LBS,eng,9.503308844792,5.392317422778761
台湾,ns,显示屏,n,13.088271345513158,5.392317422778761
其它,r,厂商,n,11.292603795304615,5.392317422778761
是,v,未来,t,6.425872065797928,5.392317422778761
销售额,n,预计,vn,9.097210982535335,5.392317422778761
纽约,ns,基础,n,11.24959090634452,5.392317422778761
曼哈顿,ns,可,v,11.831541516533571,5.392317422778761
推广,v,Lumia,eng,11.367331175273026,5.392317422778761
商户,n,位置,v,13.31486375537889,5.392317422778761
Avanade,eng,合作,vn,12.215328081827977,5.392317422778761
新闻,n,发布会,n,11.16802236704962,5.392317422778761
成交,v,约,d,9.594130072588213,5.392317422778761
历史舞台,n,专家,n,13.470141980856802,5.392317422778761
Windows8,eng,平板,n,10.935220162635241,5.392317422778761
微软,a,3,m,7.873258454542307,5.392317422778761
京东,ns,今年,t,10.541556314148965,5.392317422778761
消费,vn,电子设备,n,11.831541516533571,5.392317422778761
电脑,n,分别,d,8.619339527651915,5.392317422778761
非核心,b,资产,n,11.80767011291473,5.392317422778761
-,x,0919,m,7.2157575192596,5.392317422778761
诺基亚,nz,与,p,7.725002455244895,5.392317422778761
成,v,智能,n,12.33818482961351,5.392317422778761
搭载,v,Win8,eng,12.537256176715337,5.392317422778761
年,m,8,m,3.7057729837648425,5.392317422778761
未来,t,目标,n,10.781520778529291,5.392317422778761
719,m,万台,m,13.503308844792,5.392317422778761
计入,v,了,ul,5.0562393521915,5.392317422778761
大,n,企业,n,11.414624773741794,5.392317422778761
0922,m,:,x,7.388961191244569,5.392317422778761
中国联通,nt,今年,t,10.290017547152999,5.392317422778761
独立,v,聊天工具,nz,11.940888912721935,5.392317422778761
三星,nz,展台,v,10.940888912721933,5.392317422778761
年,m,出货量,l,6.1208104830436865,5.392317422778761
限制,v,互联网,n,9.546846655595633,5.392317422778761
应,v,更,d,9.17182644319139,5.392317422778761
鸿,nr,海,n,12.537256176715337,5.392317422778761
推出,v,99,m,10.110306869193332,5.392317422778761
2007,m,-,x,3.82344009648084,5.392317422778761
专利,n,指控,vn,10.918346344070844,5.392317422778761
历史,n,新高,v,11.353224229077652,5.392317422778761
进一步,d,裁员,n,11.33072351613285,5.392317422778761
开放,v,商户,n,13.406011643437086,5.392317422778761
谷歌,nr,撤销,v,11.477773752684865,5.392317422778761
欧盟,j,计划,n,10.616690644209744,5.392317422778761
索尼,nr,目光,n,13.503308844792,5.392317422778761
股票,n,回购,v,9.235505963765606,5.392317422778761
电子,n,总裁,n,12.034755836186156,5.392317422778761
涉案,v,上,f,7.79258248741387,5.392317422778761
电商,n,服务业,n,12.692534402193248,5.392317422778761
XPS10,eng,平板,n,10.935220162635241,5.392317422778761
无需,v,收购,v,11.120839207969588,5.392317422778761
已,d,20,m,7.8869370783723864,5.392317422778761
的,uj,净,n,3.583854305122562,5.392317422778761
;,x,欧盟,j,8.694756168376774,5.392317422778761
模式,n,以,p,9.089769938190637,5.392317422778761
亚太区,ns,主管,n,13.503308844792,5.392317422778761
预计,vn,增,v,6.260709714818216,5.392317422778761
平板,n,RazerEdge,eng,10.935220162635241,5.392317422778761
总裁,n,称,v,9.583059866328464,5.392317422778761
大陆,n,例外,v,12.257148257522603,5.392317422778761
目光,n,投向,n,13.503308844792,5.392317422778761
建设,vn,覆盖范围,n,12.209125740387544,5.392317422778761
侵权,v,索赔,v,12.520182663356398,5.392317422778761
黎万强,nr,称,v,10.805452287664911,5.392317422778761
配置,v,Win8,eng,12.537256176715337,5.392317422778761
22.8,m,亿美元,m,7.953367509345499,5.392317422778761
消费,vn,电子,n,11.551433597340838,5.392317422778761
将,d,迁至,v,8.72133924115431,5.392317422778761
市场,n,称,v,7.094481902031649,5.392317422778761
更,d,重视,v,11.109090687843427,5.392317422778761
互动,d,方式,n,12.06597727293507,5.392317422778761
百度,n,目标价,n,9.596418249183483,5.392317422778761
标注,v,已,d,10.236086641994774,5.392317422778761
应,v,慎重,a,11.437720503164424,5.392317422778761
服务业,n,成交,v,12.851232148212308,5.392317422778761
建,v,投资,vn,10.771504955741573,5.392317422778761
邀请函,n,或,c,11.885179480135644,5.392317422778761
计划,n,布局,n,10.485446110931491,5.392317422778761
LinkedIn,eng,注册,v,11.729901254657733,5.392317422778761
专家,n,称,v,10.738338091806375,5.392317422778761
商,n,指控,vn,11.452682771722033,5.392317422778761
将,d,成,v,8.621803567603397,5.392317422778761
出售,vn,非核心,b,11.887523420603944,5.392317422778761
Marvell,eng,将,d,8.72133924115431,5.392317422778761
并,c,侵吞,v,10.31486375537889,5.392317422778761
过渡,v,产品,n,9.55743405865297,5.392317422778761
月,m,降至,v,6.055045017010009,5.392317422778761
K,eng,分辨率,n,13.537256176715337,5.392317422778761
高通,nr,展台,v,12.537256176715337,5.392317422778761
Facebook,eng,发出,v,13.537256176715337,5.392317422778761
20,m,英寸,n,9.188106613092952,5.392317422778761
发布会,n,邀请函,n,13.537256176715337,5.392317422778761
服务,vn,中国,ns,5.050113423975277,5.392317422778761
收购,v,其它,r,8.977248354340738,5.392317422778761
LBS,eng,免费,vn,10.89772473345476,5.392317422778761
今年,t,全球,n,9.490930241078996,5.392317422778761
Win8,eng,平板,n,9.935220162635241,5.392317422778761
2012,m,中国,ns,4.4369827061075116,5.392317422778761
侵权,v,产品,n,8.762752966630474,5.392317422778761
专利,n,侵权,v,11.93522016263524,5.392317422778761
Win8,eng,与,p,7.725002455244895,5.392317422778761
朝,ns,多元化,vn,13.122218677436495,5.392317422778761
CES,eng,期间,f,11.37498474781646,5.392317422778761
侵吞,v,黑莓,n,13.537256176715337,5.392317422778761
可,v,免费,vn,9.384655151215389,5.392317422778761
搜索,v,访问量,n,11.078270729425618,5.392317422778761
全球,n,消费,vn,10.780915443463604,5.392317422778761
增,v,2.7,m,9.333738924582319,5.392317422778761
索赔,v,428,m,13.503308844792,5.392317422778761
显示屏,n,商,n,12.452682771722031,5.392317422778761
41,m,%,x,4.677318493300685,5.392317422778761
上,f,亿美元,m,2.488801739236766,5.392317422778761
亮相,n,CES,eng,10.952293675994182,5.392317422778761
0918,m,:,x,7.388961191244569,5.392317422778761
DishNetwork,eng,出价,v,13.470141980856802,5.392317422778761
类微信,n,独立,v,11.940888912721935,5.392317422778761
RazerEdge,eng,驾临,v,13.537256176715337,5.392317422778761
竞购,vn,Clearwire,eng,13.537256176715337,5.392317422778761
关键,n,专利,n,11.700754908998217,5.392317422778761
超,v,智能,n,11.048678212418524,5.392317422778761
亮相,n,高通,nr,11.952293675994182,5.392317422778761
-,x,0915,m,7.2157575192596,5.392317422778761
或,c,推,v,11.633640713139682,5.392317422778761
懒人,n,电视,n,12.329660757306971,5.392317422778761
呼吁,v,禁售,v,13.503308844792,5.392317422778761
分别,d,搭载,v,9.734816745071852,5.392317422778761
戴尔,nr,XPS10,eng,13.503308844792,5.392317422778761
Atom,eng,升级,vn,12.470141980856802,5.392317422778761
美国政府,nt,呼吁,v,13.537256176715337,5.392317422778761
尼,j,为,p,5.409691676996671,5.392317422778761
纽约,ns,建设,vn,11.192446999240913,5.392317422778761
诺基亚,nz,专利,n,10.952293675994182,5.392317422778761
Lumia,eng,手机,n,10.901667602924213,5.392317422778761
突破,vn,2,m,8.837131052230148,5.392317422778761
调低,v,百度,n,9.533682493835519,5.392317422778761
三星,nz,消费,vn,10.235174252540167,5.392317422778761
网,n,建,v,11.411810490306506,5.392317422778761
台,q,媒传鸿,n,13.503308844792,5.392317422778761
美元,q,7,x,6.654031043407376,5.392317422778761
移动,vn,内容,n,7.57654495503568,5.392317422778761
谷歌,nr,任命,n,10.675219816891081,5.392317422778761
筹资,vn,总结,n,13.437720503164423,5.392317422778761
